1/1/2024,79,37,0
1/2/2024,79,68,0
1/3/2024,73,50,0
1/4/2024,51,26,0
1/5/2024,57,19,0
1/6/2024,59,46,0.08
1/7/2024,53,48,1.61
1/8/2024,53,44,0.76
1/9/2024,72,43,0.01
1/10/2024,75,35,0
1/11/2024,77,42,0
1/12/2024,79,64,0
1/13/2024,72,57,0
1/14/2024,66,43,0
1/15/2024,73,39,0
1/16/2024,78,55,0
1/17/2024,77,51,0.01
1/18/2024,81,57,0
1/19/2024,78,48,0
1/20/2024,64,43,0
